,Name,Id,Address,Coordinates,Reviews,Rating,Zip Code
378,Le Paddock,3R-S958SenPaaveuPzSN9g,"['1235 Prospect Ave', 'Brooklyn, NY 11218']","[40.65295, -73.97588]",340,4.0,11218
379,Bacaro,3D6UAhoKnF3A03rX_v5ngA,"['136 Division St', 'New York, NY 10002']","[40.71456, -73.99154]",423,4.0,10002
380,Otway,ui4Hhq2duXIZLuzev9531g,"['930 Fulton St', 'Brooklyn, NY 11238']","[40.68274, -73.96388]",109,4.0,11238
381,Anfora,g-q-kRxdn2zh2oWOY-jKTQ,"['34 8th Ave', 'New York, NY 10014']","[40.73789, -74.00408]",198,4.0,10014
382,Frost Restaurant,y_tRUBOu3qg7lkaO2Xk1hQ,"['193 Frost St', 'Brooklyn, NY 11211']","[40.7183945, -73.9434941]",191,4.0,11211
383,Frankie,zDkwJeNcNU251vmi2EeANg,"['264 Grove St', 'Jersey City, NJ 07302']","[40.7171775955244, -74.0442452984261]",319,4.0,07302
384,Wallse,tV2IY8q92bOEwVC4McgPjw,"['344 W 11th St', 'New York, NY 10014']","[40.7354552762594, -74.0082208400924]",354,4.0,10014
385,Cafe Madelaine,UyCxVKmA59zVCECmpDRn1Q,"['34 Coles St', 'Jersey City, NJ 07302']","[40.72265, -74.04737]",98,4.0,07302
386,The Fly,ki4hgtRa7fWcEpBu0cyM4A,"['549 Classon Ave', 'Brooklyn, NY 11216']","[40.68191, -73.95848]",49,4.0,11216
387,Eight And A Half Restaurant,xMtNlXP6JlI08GwKOYSPTg,"['9 W 57th St Lbby 1', 'New York, NY 10019']","[40.7638, -73.97518]",2,4.5,10019
388,Bocado Cafe,Tt9Mkrgd5Zj_ZJEeU0L7Gg,"['1293 Lexington Ave', 'New York, NY 10128']","[40.7802514169278, -73.9549089244757]",548,3.5,10128
389,Bar Veloce,U60GbyJIMzwKZaP5IRgnBg,"['176 7th Ave', 'New York, NY 10011']","[40.74257, -73.99699]",193,3.5,10011
390,Arno Ristorante,megxpLA5KciBJbW-jNm2RQ,"['141 W 38th St', 'New York, NY 10018']","[40.7534599, -73.98842]",264,3.5,10018
391,Brasserie Cognac East,j69WHdRCVQTypfe7hQWauw,"['963 Lexington Ave', 'New York, NY 10021']","[40.76911811325526, -73.96291345561302]",150,3.5,10021
392,Rue 57,uuDvk4EsRUkeTj4jVKJOpw,"['60 W 57th St', 'New York, NY 10019']","[40.7640285260993, -73.9770378404755]",1273,3.5,10019
393,Cafe Du Soleil,6S62Z7e0UP82shutXERUzA,"['2723 Broadway', 'New York, NY 10025']","[40.8000739, -73.9682123]",548,3.5,10025
394,Le District - Market District,QvQilClGyuKFz08TBsoJNA,"['225 Liberty St', 'New York, NY 10281']","[40.7126473617984, -74.0157784596443]",590,3.5,10281
395,Tartinery,dkEJt6iKn8gtzR6dC63v1w,"['89 E 42nd St', 'New York, NY 10017']","[40.75287, -73.97768]",65,3.5,10017
396,Le Pain Quotidien,M6aCb7aJzIAyiNJ3c9WpMQ,"['2 W 69th St', 'Sheep Meadow', 'New York, NY 10023']","[40.7730269, -73.9743481]",114,3.5,10023
397,Papillon Bistro & Bar,dS2VNgvdLCAxImvcVBV6wA,"['22 E 54th St', 'New York, NY 10022']","[40.760463700357, -73.9742553564245]",493,3.5,10022
398,Le Bilboquet,yvhhKv2CDjuJsC4ecG848g,"['20 E 60th St', 'New York, NY 10022']","[40.76381, -73.97058]",236,3.5,10022
399,Bistro La Source,H-6xYovzB8AKZb14bmYnWg,"['85 Morris St', 'Jersey City, NJ 07302']","[40.71365, -74.03773]",373,3.5,07302
400,Sylla,JwPVO6qcRgtqSTEFdfz4TA,"['1666 Park Ave', 'New York, NY 10035']","[40.80035, -73.94279]",5,5.0,10035
401,Sway Cafe,j3YyJlB1aVFvl2183y1cmw,"['41-10 34th Ave', 'Long Island City, NY 11101']","[40.7560613, -73.9198296]",45,5.0,11101
402,The Grand Feast,WWyVq90yo4u3kWEj1Lr7rw,"['854 Amsterdam Ave', 'New York, NY 10025']","[40.797851, -73.967989]",4,5.0,10025
403,Le French Tart Deli,GVGhfMMEw2TrDh-GGVTUmA,"['306 Court St', 'New York, NY 11231']","[40.683691, -73.995502]",46,4.5,11231
404,Addictive Wine and Tapas Bar,-OplSkpDk33uikS5fO-JQw,"['87-01 Northern Blvd', 'Jackson Heights, NY 11372']","[40.756282, -73.8806]",245,4.5,11372
405,Coast and Valley,urAFiOOP-QGzD8sUwFsb6g,"['587 Manhattan Ave', 'Brooklyn, NY 11222']","[40.72288, -73.95039]",51,4.5,11222
406,Big Tiny,OkiPb6gNNRmcbB4zIIMx0g,"['244 Smith St', 'Brooklyn, NY 11231']","[40.6834507, -73.992855]",72,4.5,11231
407,Tambour,eT39RKlQ8i5Z4ml0ZwUK-Q,"['652 5th Ave', 'Brooklyn, NY 11215']","[40.662504, -73.992533]",139,4.5,11215
408,Bernie's,-KKgqE2g4c1cH4YmmDR9CQ,"['332 Driggs Ave', 'Brooklyn, NY 11222']","[40.721936, -73.950597]",108,4.5,11222
409,Fifty Henry,IjygKmi3dhRyBe-MV9rXFw,"['50 Henry St', 'Brooklyn, NY 11201']","[40.69955614677912, -73.99227966108869]",13,4.5,11201
410,Senso Unico,x61Sizu7lqGPMGuKEGHo-Q,"['43-04 47th Ave', 'Sunnyside, NY 11104']","[40.7414137015591, -73.9216857927781]",94,4.5,11104
411,Mon Amour Coffee & Wine,wZMBvQohVF5qelFRGAo5xw,"['234 W 238th St', 'Bronx, NY 10463']","[40.8847906, -73.9001434]",269,4.5,10463
412,Bee's Knees Provisions,p1nr1FmvoLazCpcsRXCDvQ,"['215 Smith St', 'Brooklyn, NY 11201']","[40.68448, -73.99185]",18,4.5,11201
413,Vinum Restaurant & Wine Bar,9DCZ8Ols3w1sfQBoKEq-hw,"['704 Bay St', 'Staten Island, NY 10304']","[40.62482, -74.07478]",192,4.5,10304
414,Vite Vinosteria,abZ-mEvF6Tj4hfyIg0lKwQ,"['31-05 34th St', 'Astoria, NY 11106']","[40.7629734277725, -73.92119564116]",680,4.5,11106
415,Osteria 57,T-RXDLq_VEv7s1_SooYIYQ,"['57 W 10th St', 'New York, NY 10011']","[40.73467, -73.99786]",295,4.5,10011
416,Crepes Truck,w1-p8N_2suONGoEHFcEQng,"['New York, NY 10010']","[40.73929, -73.984952]",32,4.5,10010
417,Lusardi's,4eGCuMwKRCCrYHOobEsFpA,"['1494 2nd Ave', 'New York, NY 10075']","[40.7724199, -73.9555]",258,4.5,10075
418,Gersi,hpRrYBbKUqv8ewFKDjbjoA,"['316 Court St', 'Brooklyn, NY 11231']","[40.683438, -73.995711]",340,4.5,11231
419,Vesta,WEhkGLKlj-5X1pq_07Syaw,"['21-02 30th Ave', 'Astoria, NY 11102']","[40.76961, -73.92776]",750,4.5,11102
420,Il Posto Accanto,kr5fRwdHtVwPPwSJxm9Fkg,"['190 E 2nd St', 'New York, NY 10009']","[40.72238, -73.98403]",299,4.0,10009
421,Tamborim Bar & Grill,ZGgQqsas6emR46B-wJMWiw,"['130 Newark Ave', 'Jersey City, NJ 07302']","[40.720311, -74.043179]",74,4.0,07302
422,Maite,Om6KGbN524K6pu9IkPT0Rg,"['159 Central Ave', 'Brooklyn, NY 11221']","[40.69924, -73.926797]",218,4.0,11221
423,Falansai,eBljpfHpo3m6oc5SFw-mLw,"['112 Harrison Pl', 'Brooklyn, NY 11237']","[40.70676, -73.92877]",263,4.0,11237
424,The Capital Grille,kctef59qqlzJNqAc1ZGEvg,"['155 E 42nd St', 'New York, NY 10017']","[40.75125579843528, -73.9748856]",893,4.0,10017
425,Canto,KXhxtA_JDkCrujeyXvqsgQ,"['117 Perry St', 'New York, NY 10014']","[40.73512, -74.00671]",119,4.0,10014
426,Terroir Tribeca,ED2I3t5rOf81cddCsLA4tw,"['24 Harrison St', 'New York, NY 10013']","[40.718804998517, -74.0099987815497]",315,4.0,10013
427,Luna Rossa,cpN0ixPR2l3QFA8Uf1BhCQ,"['347 E 85th St', 'New York, NY 10028']","[40.776596, -73.950351]",139,4.0,10028
428,Uncle Momo,CyIf24YrOuiikkYVnHjoog,"['289 Grove St', 'Jersey City, NJ 07302']","[40.7183319967204, -74.0439149770278]",301,4.0,07302
429,B2runch Harlem,Fl2z1edJw3MONc9rERWRMg,"['271 W 119th St', 'New York, NY 10026']","[40.80613, -73.95317]",315,4.0,10026
430,Aurora Soho,HD0e3eHwv573qHZOJJitWg,"['510 Broome St', 'New York, NY 10013']","[40.723543, -74.003199]",526,4.0,10013
431,Dîner en Blanc 2013,Fd6_gi9cKnZuVfIx9KjJfA,"['Bryant Park', 'New York, NY 10018']","[40.7537472085141, -73.9835858345032]",1,5.0,10018
432,Cafe Rue Dix,_sipbeIM-EtR4cIzleEUhg,"['1451 Bedford Ave', 'Brooklyn, NY 11216']","[40.6740232907878, -73.9538387930572]",425,4.0,11216
433,Cibo e Vino,lP4ynyBoeFPywLg78XkMmw,"['2418 Broadway', 'New York, NY 10024']","[40.79000179662657, -73.97485616653263]",397,4.0,10024
434,Galli,twHJyFgUSd7wzioKQjE7Jw,"['45 Mercer St', 'New York, NY 10013']","[40.72161, -74.00127]",1038,4.0,10013
435,Quaint,eV_lsSEAjRWAxdlX44Omcw,"['46-10 Skillman Ave', 'Sunnyside, NY 11104']","[40.746276, -73.917633]",249,4.0,11104
436,Rhodora Wine Bar,lubujsmlZnvnYQy3WNIXZA,"['197 Adelphi St', 'Brooklyn, NY 11205']","[40.691723, -73.971418]",24,4.0,11205
437,Socarrat Paella Bar - Midtown East,3LZhWUqvEMaoc1vnAkmAlQ,"['953 2nd Ave', 'New York, NY 10022']","[40.755293, -73.968462]",587,3.5,10022
438,Chez Oskar,cpfBJVV-5Jo5w2KcbOBtVQ,"['310 Malcolm X Blvd', 'Brooklyn, NY 11233']","[40.6822491, -73.9290779]",574,3.5,11233
439,Romanian Garden,yk-urU0Zz41LiTS2ZBZf1Q,"['43-06 43rd Ave', 'Sunnyside, NY 11104']","[40.7449088452058, -73.921469294812]",149,3.5,11104
440,Mansion Supper Club,YRgHWQgg5TYROGLgu3oQjw,"['46-11 Broadway', 'Astoria, NY 11103']","[40.75672, -73.9136]",63,3.5,11103
441,St. George Tavern,sMDm_LwAvZd0w7NIpk8rZg,"['103 Washington St', 'New York, NY 10006']","[40.70838, -74.01408]",122,3.5,10006
442,Flute Midtown,RrYu2qflS9MkK8U8kwbBXg,"['205 W 54th St', 'New York, NY 10019']","[40.76393, -73.98197]",302,3.5,10019
443,Babs,0IRyJ0_FkSllp1nxYO06Qg,"['72 Macdougal St', 'New York, NY 10012']","[40.728252213994, -74.0018033981323]",69,3.5,10012
444,Lea Wine Bar,NFaLwGDXQxJmexrU6U__vA,"['230 Park Ave', 'East Helmsley Walkway', 'New York, NY 10169']","[40.7542460300303, -73.9756283400967]",143,3.5,10169
445,DB Bistro Moderne,R15b1EaOvR3xe9xLacMJdg,"['55 W 44th St', 'Ste 1', 'New York, NY 10036']","[40.75588924800012, -73.98219940123487]",710,3.5,10036
446,Sorellina,pgtgGAAuHMT0KTm3CDPQsA,"['1036 Washington St', 'Hoboken, NJ 07030']","[40.74977, -74.02746]",357,3.5,07030
447,Cafe Centro,qfeCYi9MMD6I7jQLFqngPg,"['MetLife Building', '200 Park Ave', 'New York, NY 10166']","[40.7540842395185, -73.9765333888855]",160,3.5,10166
448,La Mercerie,GBJOu9Rk4JqqWjB8ddYudw,"['53 Howard St', 'New York, NY 10013']","[40.7202236743825, -74.0021909441629]",323,3.0,10013
449,French Roast,Su-MRJLlxUtjU_-V5viYYA,"['2340 Broadway', 'New York, NY 10024']","[40.7877322, -73.9767123]",632,3.0,10024
450,Musette Wine Bar,8BYePrOoy5d6q7rhIDKHvA,"['420 Malcolm X Blvd', 'New York, NY 10037']","[40.81156, -73.9424]",6,5.0,10037
451,Le Burger,oPnevA65o9F6WDWp7nLR2w,"['540 E 5th St', 'New York, NY 10009']","[40.724020384037836, -73.98277533005941]",15,4.5,10009
452,Ortomare Ristorante Pizzeria,WYdrEMBXzOcxffpQczHKww,"['994 Columbus Ave', 'New York, NY 10025']","[40.80124, -73.96161]",124,4.5,10025
453,St. Jardim,Gy-0WM4CZp39vmjIr9MbDw,"['183 W 10th St', 'New York, NY 10014']","[40.73437, -74.00272]",29,4.5,10014
454,Morty’s Wine & Beer Bar,zYWPLNh9lx5QTk5J6fIB_A,"['15 West End Ave', 'New York, NY 10023']","[40.772126175212655, -73.9904943310242]",21,4.5,10023
455,Taverna On The Bay,ShQz0wFmdLkFcqI_sb6oBA,"['661 Bay St', 'Staten Island, NY 10304']","[40.6259299, -74.0750599]",159,4.5,10304
456,Botte Bar,wT_-RVwMoiPAL9L191Zjvg,"['25-07 Broadway', 'Astoria, NY 11106']","[40.7633418050593, -73.9281750915024]",149,4.5,11106
457,Vernissage Cafe,3XRZCs71a8Sbtzm_jCidrQ,"['461 Kings Hwy', 'Brooklyn, NY 11223']","[40.604467, -73.972773]",4,5.0,11223
458,Black Mountain Wine House,BgOcW8LyNE7gf6MsxV9oyQ,"['415 Union St', 'Brooklyn, NY 11231']","[40.68086, -73.99155]",252,4.5,11231
459,House of Crepes,usv3WPmx_IbHJPzvFkuOJA,"['47 Park Ave', 'Rutherford, NJ 07070']","[40.82737583225158, -74.10360161215067]",27,4.5,07070
460,Plado Tasting Bar,yZx1kHlBHXwEBZLkX0PRhA,"['192 E 2nd St', 'New York, NY 10009']","[40.72242, -73.98397]",80,4.5,10009
461,The Beast Next Door,UF9F0A4e7AJHzNPG5zrHUQ,"['42-51 27th St', 'Long Island City, NY 11101']","[40.74881, -73.94073]",248,4.5,11101
462,Bel-Fries,mnwegBAAuq1l2w6uMRt-OA,"['132 Ludlow St', 'New York, NY 10002']","[40.7202, -73.98819]",93,4.5,10002
463,Lelabar,bL_SxpTTk8Y25mRFmhap6w,"['422 Hudson St', 'New York, NY 10014']","[40.730384, -74.006554]",386,4.0,10014
464,Brookvin,KWIPsr4kQBLIpPTSwKTlig,"['381 7th Ave', 'Brooklyn, NY 11215']","[40.6652526855469, -73.9825668334961]",326,4.0,11215
465,Ardesia Wine Bar,XVMzBs7wGeU5BWgyBL3xyQ,"['510 W 52nd St', 'New York, NY 10019']","[40.7660831005947, -73.9914581179619]",405,4.0,10019
466,The Immigrant,lvbhH1AR8KCUCkNtLFAA7A,"['341 E 9th St', 'New York, NY 10003']","[40.72862, -73.9853399]",394,4.0,10003
467,Il Poeta,i4TzhIY8z0KIaBBH1iLZLA,"['98-04 Metropolitan Ave', 'Forest Hills, NY 11375']","[40.7108, -73.85454]",279,4.0,11375
468,A-Churrasqueira Restaurant & Bar,V9rDr5Nb1ciKSU0LR74ocg,"['9529 Sutphin Blvd', 'Jamaica, NY 11435']","[40.697755, -73.805755]",117,4.0,11435
469,Fairfax,h8zxDr-SHc5VrU0PdKfwNw,"['234 W 4th St', 'New York, NY 10014']","[40.7343351, -74.0032165]",161,4.0,10014
470,Lulu & Po,33aXjbj8dFwwyoeZonhN2Q,"['274 Hall St', 'Brooklyn, NY 11205']","[40.69004, -73.96538]",40,4.0,11205
471,Favela Grill,5iciHq6BV3hOKpxTXKEzVA,"['33-18 28th Ave', 'Astoria, NY 11103']","[40.7672, -73.91799]",275,4.0,11103
472,Jane Doe,vOdWIKvo8PQCOXQ70afDZA,"['12 W 44th St', 'New York, NY 10036']","[40.75515280804073, -73.9810281122763]",26,4.0,10036
473,Pinkerton Wine Bar,5jPaUdIjz_5u3N1gpUbwmA,"['263 N 6th St', 'Brooklyn, NY 11211']","[40.714912, -73.954229]",127,4.0,11211
474,El Gauchito,0WjxE8_KSd2bUFUA4WSn9A,"['9460 Corona Ave', 'Elmhurst, NY 11373']","[40.74193, -73.86802]",220,4.0,11373
475,Yes Mama Wine Bar,rHkOeShlzC_dpg90yS5XPA,"['44-10 30th Ave', 'New York, NY 11103']","[40.762119, -73.911564]",1,5.0,11103
476,Gene's Restaurant,y5b85IZGLxNdksDBFm1GBw,"['73 W 11th St', 'New York, NY 10011']","[40.735408782959, -73.9977264404297]",101,4.0,10011
477,Dons Bogam BBQ & Wine Bar,xe9qWNyYmsRvNGRPgW-ZcA,"['17 E 32nd St', 'New York, NY 10016']","[40.746826, -73.98448]",1105,4.0,10016
478,Papazzio Restaurant,l6hRu596DATgmdc7gngg0A,"['3938 Bell Blvd', 'Bayside, NY 11361']","[40.764232, -73.771625]",235,4.0,11361
479,Convivium Osteria,Njr_f1J5Pve35OyPdBljVA,"['68 5th Ave', 'Brooklyn, NY 11217']","[40.68105, -73.97748]",539,4.0,11217
480,L'Artista Italian Kitchen & Bar,Z6WOPnG83sgn65SmeyGqAw,"['142 Hamilton Pl', 'New York, NY 10031']","[40.824373, -73.948669]",38,4.0,10031
481,Havana Central,al9HKZ3kCJipAJW4uxzj4A,"['151 W 46th St', 'New York, NY 10036']","[40.75833809808108, -73.98409870613455]",2759,4.0,10036
482,Supper,Vs8kQ4R381y27AH018gLpg,"['156 E 2nd St', 'New York, NY 10009']","[40.72290786539601, -73.98520720537888]",1459,4.0,10009
483,Frankies 457 Spuntino,LfRiA6RORToZUSJUHkZBVA,"['457 Court St', 'Brooklyn, NY 11231']","[40.677328, -73.997972]",883,4.0,11231
484,Claret Wine Bar,068CsJNwm8tV2jduC9Ionw,"['46 02 Skillman Ave', 'Sunnyside, NY 11104']","[40.7464036507184, -73.9178903085465]",241,4.0,11104
485,Hudson Hall,eaV_aUOFJPsG7wRbzr6M9Q,"['364 Marin Blvd', 'Jersey City, NJ 07302']","[40.72127, -74.04082]",292,4.0,07302
486,Pinch Chinese,MdDj13LgIs0WdbIdiyqB7Q,"['177 Prince St', 'New York, NY 10012']","[40.72645222833495, -74.0017973317552]",444,4.0,10012
487,Bonjour Crepes & Wine,W4UAL78mPBHTdi8G_te9Ew,"['1585 2nd Ave', 'New York, NY 10028']","[40.775497946752395, -73.95371159537252]",245,3.5,10028
488,Angelina Cafe,TI6FvYqVxU2ZEg4PLa8lsA,"['37 Ave A', 'New York, NY 10009']","[40.723511, -73.9856494]",151,3.5,10009
489,Bonjour Crepes & Wine,HhOu55Tw7IuUL3h65GF25A,"['1442 Lexington Ave', 'New York, NY 10128']","[40.78456, -73.95219]",172,3.5,10128
490,Txikito,NIRIpvQRp4uF-wY_JfJF0A,"['240 9th Ave', 'New York, NY 10001']","[40.74739, -74.000468]",360,3.5,10001
491,King,HJg9TbpyWvb6-AFPdb7NCA,"['18 King St', 'New York, NY 10014']","[40.7275, -74.00346]",196,3.5,10014
492,The Champagne Bar,JhSdD5iLmGcDCy_LHmyMgg,"['Fifth Avenue At Central Park S', 'Plaza Hotel', 'New York, NY 10019']","[40.7642344498463, -73.9742517471313]",83,3.5,10019
493,BoCaphe,fQBbb7wB_GOXsDmSqCEx4w,"['104 8th Ave', 'New York, NY 10011']","[40.74053, -74.00173]",39,3.5,10011
494,Green Fig,2VDKr3954XX41KwEcbX7lg,"['570 10th Ave', 'Fl 4', '(42nd & Tenth) YOTEL', 'New York, NY 10036']","[40.759171, -73.9954561]",157,3.5,10036
495,Tartinery,ByIhI19_bVFl5koNk0ylpw,"['10 Columbus Cir', 'Fl 3', 'New York, NY 10019']","[40.768494, -73.983072]",54,3.0,10019
496,Le Marais,zV5u8sr2u9x_oxq7BNuKKw,"['150 W 46th St', 'New York, NY 10036']","[40.758, -73.98429]",332,3.0,10036
497,Gaby Brasserie Francaise,zOTRYxeyHl1vRMyDkzGqog,"['44 W 45th St', 'New York, NY 10036']","[40.75613, -73.98154]",104,3.0,10036
498,Petite Maman,GVB1IA9h1BiGBsVorOR1Ww,"['545 Madison Ave', 'New York, NY 10022']","[40.760552, -73.973223]",3,3.5,10022
499,Le Monde,hD55NUiGDK7STQ8oy9QDPA,"['2885 Broadway', 'New York, NY 10025']","[40.8058021, -73.9658246]",558,3.0,10025
500,Caffe Aronne,1Ik8VQxUa0aDbc1KzrxLRg,"['112 Greenwich Ave', 'New York, NY 10011']","[40.738394, -74.002048]",24,5.0,10011
501,Winemak'Her Bar,iDO6_sr0PdZFTflijyic0g,"['492 5 Th Ave', 'Brooklyn, NY 11215']","[40.66767858461958, -73.98776422023931]",25,5.0,11215
502,JoJi,wm_tAP0ZoL877jWfOwM29Q,"['1 Vanderbilt Ave', 'New York, NY 10017']","[40.753022, -73.978485]",6,4.5,10017
503,Solaro,rHYuRaSdcXjKTlOmW91nnQ,"['13 Carmine St', 'New York, NY 10014']","[40.730588, -74.00238]",51,4.5,10014
504,Molyvos Restaurant,pGByzum9iOjdnXj8VhQomA,"['402 West 43rd St', 'New York, NY 10036']","[40.759231, -73.992676]",27,4.5,10036
505,Loreto Italian Kitchen & Bar,wCj2FSi9o6iosMIMNIIZsA,"['280 Ashland Pl', 'Brooklyn, NY 11217']","[40.687037, -73.978577]",92,4.5,11217
506,Manon Café,j8qdGKAOq6Jz9B3pZsBqDw,"['120 Broadway', 'New York, NY 10271']","[40.7085915, -74.0108032]",57,4.5,10271
507,Balvanera,e_EQojNWskn_hFbKA_UZ-Q,"['152 Stanton St', 'New York, NY 10002']","[40.72063, -73.98539]",299,4.5,10002
508,Le Botaniste,4b43TOXpskBPZqQzbKkwDQ,"['127 Grand St', 'New York, NY 10013']","[40.7204278, -74.0002028]",224,4.5,10013
509,Bread N Wine,HDniG0HHT4d3ErVWTGLxZQ,"['1417 Lexington Ave', '93rd Street', 'New York, NY 10128']","[40.78374, -73.95235]",59,4.5,10128
510,Le Paris Dakar 2,a0_Fvyd8VCiJOQdXQvftpQ,"['1365 Fulton St', 'Brooklyn, NY 11216']","[40.6804619, -73.9467295]",41,4.5,11216
511,Aumm Aumm Pizzeria & Wine Bar,D0LsGudLqLabXbhEPMkw6A,"['7701 Broadway', 'North Bergen, NJ 07047']","[40.79789, -74.00231]",395,4.5,07047
512,8th Street Winecellar,fjGTnLTvt64N8sk0_MZcGA,"['28 W 8th St', 'New York, NY 10011']","[40.7327981, -73.9978351]",374,4.0,10011
513,Ben & Jack's Steakhouse,eFS3e9ctodj4aBTzRv_vtQ,"['219 E 44th St', 'New York, NY 10017']","[40.75183, -73.97236]",361,4.0,10017
514,La Pecora Bianca,RbiXVG4tzpC3zuILadyPIQ,"['359 Columbus Ave', 'New York, NY 10024']","[40.78049101969648, -73.9763467]",30,4.0,10024
515,Royal Warsaw Restaurant,StN5iogEjup2MWAzwaGDig,"['871 River Dr', 'Elmwood Park, NJ 07407']","[40.89127, -74.12705]",260,4.0,07407
516,Le French Tart,0ywipQa5m1CD_wJFMUTRCA,"['579 5th Ave', 'Brooklyn, NY 11215']","[40.664735, -73.98975]",164,4.0,11215
517,Lau's Wine Bar & Restaurant,qY4FlGnqs95mDI7a3rYNDw,"['6913 Park Ave', 'Guttenberg, NJ 07093']","[40.79253, -74.0036]",22,4.0,07093
518,Dazie's,9W_dg9fvb-z8DBye2jfGiQ,"['39-41 Queens Blvd', 'Sunnyside, NY 11104']","[40.744194, -73.924557]",100,4.0,11104
519,& Son Steakeasy,UfFqA5lL37OoDLmjEXaieQ,"['62 W 9th St', 'New York, NY 10011']","[40.73385717223153, -73.99873461574316]",11,4.0,10011
520,Locanda Vini e Olii,53ZNJNrT91VgvrI0LFjLNQ,"['129 Gates Ave', 'Brooklyn, NY 11238']","[40.685007, -73.962943]",335,4.0,11238
521,Trattoria Casa Di Isacco,C3OlQ_y5LcgboyaKlpETYA,"['536 9th Ave', 'New York, NY 10018']","[40.75686, -73.99356]",369,4.0,10018
522,Darbar Grill,m5Whyz8O8jM4DrE808h71g,"['157 E 55th St', 'New York, NY 10022']","[40.759357, -73.968826]",577,4.0,10022
523,Felice Montague,EviCtput3aPEbHEVS4Ahuw,"['84 Montague St', 'Brooklyn, NY 11201']","[40.69517, -73.9961]",50,4.0,11201
524,Olivier Bistro,TdUhTJ7hCt0uANqHIcltOA,"['469 4th Ave', 'Brooklyn, NY 11215']","[40.6688499963761, -73.9896939343586]",363,4.0,11215
525,Gardenia Terrace,B3vbVvQOofXU6lFkrN1_2A,"['826 10th Ave', 'New York, NY 10019']","[40.7675581, -73.9892952]",267,4.0,10019
526,Ruth's Chris Steak House,konIfjua5_tgylM0YIb4Ng,"['499 Washington Blvd', 'Jersey City, NJ 07310']","[40.72619439566777, -74.03580318417406]",200,4.0,07310
527,Ruth's Chris Steak House,ulKoAGcGOdsXgr0o_l6avA,"['148 W 51st St', 'New York, NY 10019']","[40.7613252601449, -73.9822581410407]",1082,4.0,10019
528,Bar Felice,7KtUcXF28tDEv8CBbgWNJw,"['1591 1st Ave', 'New York, NY 10028']","[40.7748027, -73.95113]",32,4.0,10028
529,La Pecora Bianca,-UvkD-dQiefHRl1SNOJywA,"['1562 2nd Ave', 'New York, NY 10028']","[40.77477802702051, -73.95379483409555]",20,4.0,10028
530,Via Trenta Osteria,ieoPAi6nbdEkrwv4vGVSwg,"['3619 30th Ave', 'Astoria, NY 11103']","[40.76491, -73.91654]",520,3.5,11103
531,Pierre Loti Union Square,J8UMXWNYrn7_D0KXZN1Hrg,"['53 Irving Pl', 'New York, NY 10003']","[40.7360683313323, -73.9873969593415]",250,3.5,10003
532,Michaelangelo's Little Italy,3xd4L_TdfdhuCjAzJecs6A,"['2477 Arthur Ave', 'Bronx, NY 10458']","[40.8573321267268, -73.8862630999689]",255,3.5,10458
533,Flying Lobster,wyZfzQYHyzEEsG8ls7VesA,"['144 Union St', 'Brooklyn, NY 11231']","[40.68393, -74.00182]",14,3.5,11231
534,Obicà Mozzarella Bar Pizza e Cucina,19zArMBG2qW2k16Y0i2aBA,"['928 Broadway', 'New York, NY 10010']","[40.7400486, -73.9893018]",507,3.5,10010
535,Bella Luna Restaurant,UpnHg_984LLZ28-kBB5MSQ,"['574 Columbus Ave', 'New York, NY 10024']","[40.787762, -73.971458]",338,3.5,10024
536,Rosemary's,Cnqy9w1BFXZFEaChfox0ow,"['18 Greenwich Ave', 'New York, NY 10011']","[40.734863, -73.99974]",1208,3.5,10011
537,Pastai,So6xT7Hl0HDcPqipvGfZdA,"['186 9th Ave', 'New York, NY 10011']","[40.7454222076169, -74.0019670059103]",225,3.5,10011
538,Vin Sur Vingt,rFn8eGtNvAm-hMgKrLIQ9A,"['1 W 59th St', 'The Plaza Food Hall', 'New York, NY 10019']","[40.76474299569746, -73.9744989]",34,3.5,10019
539,Vive La Crepe,EJHyijqj0umQ9GsyknrNKg,"['189 Columbus Ave', 'New York, NY 10023']","[40.7750587, -73.9803009]",225,3.5,10023
540,Tarallucci E Vino - Upper West Side,dsxgbkIKyu7x7JgpAKeZPA,"['475 Columbus Ave', 'New York, NY 10024']","[40.78436, -73.9735]",159,3.5,10024
541,Felice 83,DKLbMLQHvggfIKw2jj6rnA,"['1593 1st Ave', 'New York, NY 10028']","[40.775049, -73.951078]",314,3.5,10028
542,Aria Hell's Kitchen,OWAfPuMnSqn7Ru1_RNH8fw,"['369 51st St', 'New York, NY 10019']","[40.7641145, -73.98814222665982]",480,3.5,10019
543,Indochine,Hnj8w5j6eaIt2NiSQc7TGg,"['430 Lafayette St', 'New York, NY 10003']","[40.72917, -73.99227]",444,3.5,10003
544,Ellington in the Park,CDBQ07xf7XcqnNh3_mGBIA,"['105th Inside Riverside Park', 'New York, NY 10025']","[40.802564, -73.971863]",135,3.5,10025
545,Bianco Blu,ib8Z1IV996wQRlbxupXWdw,"['190 River Rd', 'Edgewater, NJ 07020']","[40.8068838, -73.9906538]",33,3.5,07020
546,Cafe Amrita,bEec28P1CziowM9LrNkNsg,"['301 W 110th St', 'New York, NY 10025']","[40.8011054761062, -73.9588342646992]",304,3.5,10025
547,Toledo Restaurant,dPZ9wSTz7QSAZAW0eZHlmQ,"['6 E 36th St', 'New York, NY 10016']","[40.74926, -73.98309]",63,3.0,10016
